iyear,imonth,iday,approxdate,country_txt,region_txt,provstate,city,latitude,longitude,summary,crit1,doubtterr,success,suicide,attacktype1_txt,attacktype2_txt,attacktype3_txt,targtype1_txt,target1,natlty1_txt,targtype2_txt,target2,natlty2_txt,targtype3_txt,targsubtype3,target3,natlty3_txt,gname,gname2,gname3,motive,nperps,nperpcap,claimmode2_txt,claimmode3_txt,weaptype1_txt,weapsubtype1_txt,weaptype2_txt,weaptype3_txt,weaptype4_txt,nkill,nkillter,nwound,nwoundte,property,propextent_txt,propvalue,ishostkid,nhostkid,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,hostkidoutcome,hostkidoutcome_txt,nreleased,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,terrorist_category
1997,10,5,1997-10-05,Israel,Middle East & North Africa,Tel Aviv,Tel Aviv,32.08297,34.811886,,1,0.0,0,0,Bombing/Explosion,,,Transportation,Bus,Israel,,,,,,,,Arabs,,,,1.0,,,,Explosives,Unknown Explosive Type,,,,0.0,,0.0,,1,,,0.0,,,,,,0.0,,,,,,,,-9,-9,0,-9,Single terrorist
1997,11,20,1997-11-20,Israel,Middle East & North Africa,Jerusalem,Jerusalem,31.771599,35.2034,,0,1.0,1,0,Armed Assault,,,Private Citizens & Property,Students,Israel,,,,,,,,Unknown,,,,,,,,Firearms,Automatic or Semi-Automatic Rifle,,,,1.0,,1.0,,0,,,0.0,,,,,,0.0,,,,,,,,-9,-9,0,-9,Unknown
1997,12,25,1997-12-25,Israel,Middle East & North Africa,Tel Aviv,Tel Aviv,32.08297,34.811886,,1,-9.0,1,0,Unknown,,,Government (Diplomatic),Diplomatic Vehicle,Jordan,,,,,,,,Unknown,,,,,,,,Unknown,,,,,0.0,,0.0,,1,,,0.0,,,,,,0.0,,,,,,,,-9,-9,1,1,Unknown
1998,1,2,1998-01-02,West Bank and Gaza Strip,Middle East & North Africa,West Bank,Unknown,31.995965,35.27111,"01/02/1998: An Israeli woman was critically wounded in the West Bank when a car she was riding in was raked with gunfire on a road winding between Palestinian villages. There was no claim of responsibility, but Islamic militants were suspected of this attack.",1,0.0,0,0,Armed Assault,,,Private Citizens & Property,Israeli Civilian,Israel,,,,,,,,Unknown,,,Unknown,,0.0,,,Firearms,Automatic or Semi-Automatic Rifle,,,,0.0,0.0,1.0,0.0,0,,,0.0,,,,,,,,,,,,,,-9,-9,0,-9,Unknown
1998,2,5,1998-02-05,West Bank and Gaza Strip,Middle East & North Africa,West Bank,Jerusalem,31.784838,35.224613,"02/05/1998: A 20-year-old yeshiva student was stabbed in the Jewish Quarter of Jerusalem's Old City in Israel. The perpetrator, suspected to be an Islamic militant, fled the scene and was never captured. There was no claim of responsibility and no one else was injured in the attack.",1,1.0,1,0,Armed Assault,,,Private Citizens & Property,Israeli Yeshiva Student,Israel,,,,,,,,Unknown,,,Unknown,1.0,0.0,,,Melee,Knife or Other Sharp Object,,,,0.0,0.0,1.0,0.0,0,,,0.0,,,,,,,,,,,,,,-9,-9,0,-9,Single terrorist
1998,2,11,1998-02-11,Israel,Middle East & North Africa,Jerusalem,Jerusalem,31.771599,35.2034,"02/11/1998: An ultra-Orthodox Jew was stabbed to death by a Palestinian militant in a mainly Arab sector of Jerusalem, Israel. The victim was stabbed several times in the chest as he was walking in the street.",1,0.0,1,0,Armed Assault,,,Private Citizens & Property,Israeli Civilian in Jerusalem,Israel,,,,,,,,Palestinian Extremists,,,Unknown,1.0,0.0,,,Melee,Knife or Other Sharp Object,,,,1.0,0.0,0.0,0.0,0,,,0.0,,,,,,,,,,,,,,1,0,0,1,Single terrorist
1998,3,13,1998-03-13,Israel,Middle East & North Africa,Jerusalem,Jerusalem,31.771599,35.2034,"03/13/1998: A parcel bomb, placed by suspected Palestinian militants, exploded on a footpath in Jerusalem, Israel. The explosion injured five civilians and caused minor damage to the footpath.",1,0.0,1,0,Bombing/Explosion,,,Private Citizens & Property,"Footpath in Jerusalem, Israel",Israel,,,,,,,,Unknown,,,Unknown,,,,,Explosives,Other Explosive Type,,,,0.0,0.0,5.0,0.0,1,Unknown,,0.0,,,,,,,,,,,,,,-9,-9,0,-9,Unknown
1998,3,14,1998-03-14,Israel,Middle East & North Africa,Northern,Afula,32.608879,35.289967,"03/14/1998: A parcel bomb exploded in Afula, Israel, causing serious injuries to a male civilian who had picked up the parcel. There was no claim of responsibility for the attack.",1,0.0,1,0,Bombing/Explosion,,,Private Citizens & Property,"Civilian in Afula, Israel",Israel,,,,,,,,Unknown,,,Unknown,,,,,Explosives,Other Explosive Type,,,,0.0,0.0,1.0,0.0,1,Unknown,,0.0,,,,,,,,,,,,,,-9,-9,0,-9,Unknown
1998,3,30,1998-03-30,West Bank and Gaza Strip,Middle East & North Africa,West Bank,Ramallah,31.907141,35.198219,"03/30/1998: HAMAS claimed responsibility for a car bomb that exploded in the Beitunya industrial area of Ramallah, Israel. The explosion killed two people including the suicide bomber.",1,0.0,1,1,Bombing/Explosion,,,Private Citizens & Property,Israeli Citizens in Ramallah,West Bank and Gaza Strip,,,,,,,,Hamas (Islamic Resistance Movement),,,Unknown,1.0,0.0,,,Explosives,Vehicle,,,,2.0,1.0,0.0,0.0,1,Minor (likely < $1 million),,0.0,,,,,,,,,,,,,,0,0,0,0,Single terrorist
1998,4,6,1998-04-06,Israel,Middle East & North Africa,Northern,Metula,33.278407,35.578808,"04/06/1998: One Lebanese civilian was killed and three were injured by a roadside bomb that exploded near Metulla, Israel near the Lebanese border. Hizballah was believed to be responsible for this attack.",1,0.0,1,0,Bombing/Explosion,,,Private Citizens & Property,"Civilians near Metulla, Israel",Lebanon,,,,,,,,Hezbollah,,,Unknown,,,,,Explosives,Landmine,,,,1.0,0.0,3.0,0.0,1,Minor (likely < $1 million),,0.0,,,,,,,,,,,,,,1,1,1,1,Unknown
1998,5,13,1998-05-13,West Bank and Gaza Strip,Middle East & North Africa,West Bank,Jerusalem,31.784838,35.224613,"05/13/1998: The gate at the entrance to the al-Aqsa Mosque in Jerusalem's Old City was set on fire, causing no injuries but extensive damage to the gate. ""Jewish Extremists"" were accused in the attack, which came in a rash of ethnic-related killings in Jerusalem.",1,0.0,1,0,Facility/Infrastructure Attack,,,Religious Figures/Institutions,"Bab al -Ghawanimah, one of the main gates of the Al-Aqsa Mosque in Jerusalem, Israel",Israel,,,,,,,,Jewish Extremists,,,Unknown,,,,,Incendiary,Arson/Fire,,,,0.0,0.0,0.0,0.0,1,Minor (likely < $1 million),,0.0,,,,,,,,,,,,,,-9,-9,0,-9,Unknown
1998,7,13,1998-07-13,Israel,Middle East & North Africa,Jerusalem,Jerusalem,31.771599,35.2034,"07/13/1998: Unknown individuals planted a bomb in bag outside of the Orient House in Jerusalem, Israel. One person was injured in the attack.",1,0.0,1,0,Bombing/Explosion,,,Business,Orient House in Jerusalem,Israel,,,,,,,,Unknown,,,Unknown,,,,,Explosives,Unknown Explosive Type,,,,0.0,0.0,1.0,0.0,-9,,,0.0,,,,,,,,,,,,,,-9,-9,0,-9,Unknown
1998,7,19,1998-07-19,Israel,Middle East & North Africa,Jerusalem,Jerusalem,31.771599,35.2034,"07/19/1998: A car bomb went off, possibly prematurely, in Tziyon Square, in downtown Jerusalem, Israel. The driver was badly burned, but no other injuries or deaths occurred. HAMAS was suspected, but they denied involvement in the incident, also asserting that this was a car explosion, not a car bomb.",1,0.0,0,0,Bombing/Explosion,,,Private Citizens & Property,Citizens of Jerusalem in Tziyon Square,Israel,,,,,,,,Hamas (Islamic Resistance Movement),,,"Israeli political and security elements believed that the perpetrators wanted to prevent progress in the political negotiations, specifically he meeting between Defense Minister Yitzhaq Mordekhay and Abu-Mazin (Mahmud 'Abbas), scheduled for that day.",,,,,Explosives,Vehicle,,,,0.0,0.0,1.0,1.0,-9,,,0.0,,,,,,,,,,,,,,1,0,0,1,Unknown
1998,8,4,1998-08-04,West Bank and Gaza Strip,Middle East & North Africa,West Bank,Yitzhar,32.168663,35.236202,08/04/1998: Two Yeshiva students from the Yitzhar settlement in the West Bank were shot and killed by unknown assailants while driving around the settlement in a Jeep.,1,0.0,1,0,Armed Assault,,,Private Citizens & Property,"Yeshiva students, Shlomo Libman and Harel Ben Nun",Israel,,,,,,,,Unknown,,,Unknown,,0.0,,,Firearms,Rifle/Shotgun (non-automatic),,,,2.0,0.0,0.0,0.0,0,,,0.0,,,,,,,,,,,,,,-9,-9,0,-9,Unknown
1998,8,20,1998-08-20,West Bank and Gaza Strip,Middle East & North Africa,West Bank,Hebron,31.530243,35.094162,"08/20/1998: A Rabbi was stabbed to death in his home by a Palestinian in the city of Hebron, West Bank. The assailant then set fire to the house with a firebomb before fleeing. No one claimed responsibility for the attack.",1,0.0,1,0,Armed Assault,,,Religious Figures/Institutions,Rabbi Shlomo Raanan,West Bank and Gaza Strip,,,,,,,,Unknown,,,Unknown,1.0,0.0,,,Melee,Knife or Other Sharp Object,Incendiary,,,1.0,0.0,0.0,0.0,1,Minor (likely < $1 million),,0.0,,,,,,,,,,,,,,-9,-9,0,-9,Single terrorist
1998,8,25,1998-08-25,Israel,Middle East & North Africa,Northern,Qiryat Shemona,33.208716,35.572618,"08/25/1998: Hizballah attacked the northern Israel border town of Kiryat Shemona with rockets, wounding 12 Israelis.",1,0.0,1,0,Bombing/Explosion,,,Private Citizens & Property,"Israeli Citizens in Kiryat Shemona, Israel",Israel,,,,,,,,Hezbollah,,,Unknown,,0.0,,,Explosives,"Projectile (rockets, mortars, RPGs, etc.)",,,,12.0,0.0,0.0,0.0,1,Minor (likely < $1 million),,0.0,,,,,,,,,,,,,,1,1,0,1,Unknown
1998,8,27,1998-08-27,Israel,Middle East & North Africa,Tel Aviv,Tel Aviv,32.08297,34.811886,"08/27/1998: A bomb packed with nails exploded in a garbage can during morning rush hour at Allenby Street and Rothschild Boulevard in Tel Aviv, Israel, injuring 21 people. The blast shattered several windows and scattered debris over several blocks in the downtown area. There was no claim of responsibility for the attack.",1,0.0,1,0,Bombing/Explosion,,,Private Citizens & Property,"Civilians in Tel Aviv, Israel",Israel,,,,,,,,Unknown,,,Unknown,,0.0,,,Explosives,Other Explosive Type,,,,0.0,0.0,21.0,0.0,1,Minor (likely < $1 million),,0.0,,,,,,,,,,,,,,-9,-9,0,-9,Unknown
1998,9,17,1998-09-17,West Bank and Gaza Strip,Middle East & North Africa,West Bank,Beitunia,31.898144,35.173237,"09/17/1998: In the city of Beitunia in the West Bank, Jewish settlers opened fire on a group of Palestinians walking home from school, killing one of the teenagers. An unidentified Israeli official said the youths had been throwing rocks at the settlers' car. There were no injuries reported.",1,0.0,1,0,Armed Assault,,,Private Citizens & Property,Palestinian Youths in Beitunia,West Bank and Gaza Strip,,,,,,,,Unknown,,,Unknown,,1.0,,,Firearms,Handgun,,,,1.0,0.0,0.0,0.0,0,,,0.0,,,,,,,,,,,,,,-9,-9,0,-9,Unknown
1998,9,24,1998-09-24,Israel,Middle East & North Africa,Jerusalem,Jerusalem,31.771599,35.2034,"09/24/1998: A bomb exploded at a Jerusalem bus stop during morning rush hour, wrecking the station's shelter and injuring an Israeli soldier. No one was killed, and no group claimed responsibility, but Islamic militants were suspected of the attack.",1,0.0,1,0,Bombing/Explosion,,,Transportation,Bus stop in Jerusalem,Israel,,,,,,,,Unknown,,,Unknown,,0.0,,,Explosives,Time Fuse,,,,0.0,0.0,1.0,0.0,1,Unknown,,0.0,,,,,,,,,,,,,,-9,-9,0,-9,Unknown
1998,9,29,1998-09-29,West Bank and Gaza Strip,Middle East & North Africa,West Bank,Beitunia,31.898144,35.173237,"09/29/1998: A car carrying three HAMAS members to what may have been a Yom Kippur terrorist attack blew up in the West Bank, killing one of them and wounding the other two. The explosion, in a Palestinian-controlled industrial town of Beitunia, occurred minutes before Israel closed the West Bank and Gaza Strip, barring Palestinians from entering the Jewish state during the holiest day of the Jewish year.",1,0.0,1,0,Bombing/Explosion,,,Unknown,Unknown,West Bank and Gaza Strip,,,,,,,,Hamas (Islamic Resistance Movement),,,Unknown,3.0,0.0,,,Explosives,Vehicle,,,,3.0,0.0,0.0,0.0,0,,,0.0,,,,,,,,,,,,,,0,0,0,0,Multiple terrorists
1998,9,30,1998-09-30,West Bank and Gaza Strip,Middle East & North Africa,West Bank,Hebron,31.530243,35.094162,09/30/1998: Thirteen Israeli soldiers and 11 Palestinians were wounded when two grenades exploded in the Israeli-controlled sector of the divided West Bank town of Hebron. No group claimed responsibility for the attack.,1,0.0,1,0,Bombing/Explosion,,,Military,Israeli soldiers in Hebron,Israel,Private Citizens & Property,Israeli civilians,Israel,Private Citizens & Property,71.0,Palestinian civilians,West Bank and Gaza Strip,Unknown,,,Unknown,,0.0,,,Explosives,Grenade,,,,0.0,0.0,24.0,0.0,0,,,0.0,,,,,,,,,,,,,,-9,-9,0,-9,Unknown
1998,10,4,1998-10-04,West Bank and Gaza Strip,Middle East & North Africa,West Bank,Hebron,31.530243,35.094162,"10/04/1998: Two grenades and stones were thrown at Israeli security forces at the Halhul checkpoint, outside Hebron in the West Bank. The explosions injured 22 people. This attack occurred right after the curfew in Hebron was lifted. There was no claim of responsibility in this attack.",1,0.0,1,0,Armed Assault,Bombing/Explosion,,Military,"Israeli Security Forces at the Halhul Checkpoint, outside of Hebron, Israel",Israel,,,,,,,,Unknown,,,Frustration with the city's closure and as a protest against peace talks.,,0.0,,,Explosives,Grenade,Melee,Firearms,,0.0,0.0,,,-9,,,0.0,,,,,,,,,,,,,,-9,-9,0,-9,Unknown
1998,10,9,1998-10-09,West Bank and Gaza Strip,Middle East & North Africa,West Bank,Tomer,32.018622,35.439803,"10/09/1998: An unidentified Palestinian man stabbed an Israeli Defence Forces (IDF) female soldier at a bus stop near the Jewish settlement of Tomer, Israel. The woman died and the attacker was caught after being shot and wounded by Israeli Security Forces.",1,0.0,1,0,Armed Assault,,,Military,"Israeli  female soldier at a bus stop near Tomer, Israel",Israel,,,,,,,,Palestinian Extremists,,,Unknown,1.0,1.0,,,Melee,Knife or Other Sharp Object,,,,1.0,0.0,0.0,0.0,0,,,0.0,,,,,,,,,,,,,,0,0,0,0,Single terrorist
1998,10,13,1998-10-13,Israel,Middle East & North Africa,Jerusalem,Jerusalem,31.771599,35.2034,"10/13/1998: Palestinian militants opened fire on a pair of young Israelis bathing in a forest spring near Jerusalem, Israel, killing one and wounding the other. After the attack, the assailants reportedly fled to Palestinian territory.",1,0.0,1,0,Armed Assault,,,Private Citizens & Property,"Israeli Civilians bathing in a forest spring near Jerusalem, Israel",Israel,,,,,,,,Unknown,,,This incident was the result of ongoing tension as the result of the Wye River Peace Talks.,,0.0,,,Firearms,Unknown Gun Type,,,,1.0,0.0,1.0,0.0,1,Minor (likely < $1 million),,0.0,,,,,,,,,,,,,,-9,-9,0,-9,Unknown
1998,10,19,1998-10-19,Israel,Middle East & North Africa,Southern,Beersheva,31.248484,34.787853,"10/19/1998: Salem Sarsur, a suspected member of HAMAS, threw two grenades into a crowded bus terminal in Beersheva, Israel. Sixty-four people were wounded in the attack and the bus terminal sustained minor damage.",1,0.0,1,0,Bombing/Explosion,,,Transportation,"Bus Terminal in Beersheva, Israel",Israel,,,,,,,,Hamas (Islamic Resistance Movement),,,To derail peace talks.,1.0,1.0,,,Explosives,Grenade,,,,,0.0,65.0,0.0,1,Minor (likely < $1 million),,0.0,,,,,,,,,,,,,,1,0,0,1,Single terrorist
1998,10,26,1998-10-26,Israel,Middle East & North Africa,West Bank,Kiryat Arba,31.529734,35.118225,"10/26/1998: A 28-year-old Jewish security guard was shot to death by two Palestinian gunmen in Kiryat Arba, Israel. After the attack the victim's body was hurled from a speeding car and left by the roadside. There were no immediate suspects in this incident..",1,0.0,1,0,Armed Assault,,,Business,"Security Guard in Kiryat Arba,  West Bank",Israel,,,,,,,,Unknown,,,Unknown,,0.0,,,Firearms,Automatic or Semi-Automatic Rifle,,,,1.0,0.0,0.0,0.0,0,,,0.0,,,,,,,,,,,,,,-9,-9,0,-9,Unknown
1998,10,26,1998-10-26,Israel,Middle East & North Africa,West Bank,Itamar,32.171833,35.309437,"10/26/1998: A 69-year-old Palestinian man was killed in his olive grove outside the Jewish settlement of Itamar, Israel. An anonymous, Hebrew-speaking caller said he had committed the act to avenge the death of an Israeli man that was killed in Kiryat Arba.",0,1.0,1,0,Armed Assault,,,Private Citizens & Property,A 69 year old Palestinian man picking olives near Itamar,West Bank and Gaza Strip,,,,,,,,Israeli settlers,,,Revenge for the killing of an Israeli man.,1.0,0.0,,,Firearms,Unknown Gun Type,,,,1.0,0.0,0.0,0.0,0,,,0.0,,,,,,,,,,,,,,0,0,0,0,Single terrorist
1998,10,29,1998-10-29,West Bank and Gaza Strip,Middle East & North Africa,Gaza Strip,Kfar Darom,31.401486,34.360052,"10/29/1998: A member of HAMAS rammed an explosives-packed car into an Israeli Army jeep escorting a bus full of Israeli children in Kfar Darom, Israel. None of the 40 students on board the bus were hurt, but the bomb killed an Israeli soldier in the jeep. The assailant also died in the attack.",1,0.0,1,1,Bombing/Explosion,,,Private Citizens & Property,Israeli children on a school bus,Israel,,,,,,,,Hamas (Islamic Resistance Movement),,,To derail peace talks.,1.0,0.0,,,Explosives,Vehicle,,,,2.0,1.0,0.0,0.0,1,Minor (likely < $1 million),,0.0,,,,,,,,,,,,,,0,0,0,0,Single terrorist
1998,11,6,1998-11-06,Israel,Middle East & North Africa,Jerusalem,Jerusalem,31.771599,35.2034,"11/06/1998: A suicide car bomb exploded in a market in Jerusalem, Israel. The explosion killed two suicide attackers and wounded 21 market-goers. HAMAS claimed responsibility for this attack.",1,0.0,1,1,Bombing/Explosion,,,Private Citizens & Property,"Civilians at a market in Jerusalem, Israel",Israel,,,,,,,,Hamas (Islamic Resistance Movement),,,To disrupt the Israeli-Palestinian peace process,2.0,0.0,,,Explosives,Vehicle,,,,2.0,2.0,21.0,0.0,1,Unknown,,0.0,,,,,,,,,,,,,,1,0,0,1,Multiple terrorists
1999,1,4,1999-01-04,West Bank and Gaza Strip,Middle East & North Africa,West Bank,Hebron,31.530243,35.094162,"01/04/1999: Gunmen opened fire on a van carrying Jewish settlers in Hebron, West Bank, injuring two Israeli women. Israeli Army officials suspected that the gunmen were Palestinian militants, whom they believed fled from the Israeli-controlled part of Hebron, where the attack occurred, into the Palestinian part of the city, where Israeli officers were not allowed to pursue them.",1,0.0,1,0,Armed Assault,,,Private Citizens & Property,Van carrying Jewish settlers in Hebron,West Bank and Gaza Strip,,,,,,,,Unknown,,,Unknown,,,,,Firearms,Other Gun Type,,,,0.0,0.0,2.0,0.0,1,Minor (likely < $1 million),,0.0,,,,,,,,,,,,,,-9,-9,0,-9,Unknown
1999,2,11,1999-02-11,West Bank and Gaza Strip,Middle East & North Africa,Gaza Strip,Netzarim,31.502407,34.459743,"02/11/1999: The Netzarim Settlement Secretary, Gershon Yona, was injured after his car passed by a remote-control bomb along the road linking Nezarim, Palestine to Karni, Israel. It was believed that the perpetrators dangled the explosive from the Paratroopers Bridge as Yona's car passed underneath. Officials suspected HAMAS of carrying out this attack.",1,1.0,1,0,Bombing/Explosion,Assassination,,Government (General),"Netzarim Settlement Secretary, Gershon Yona",Israel,,,,,,,,Hamas (Islamic Resistance Movement),,,Unknown,,0.0,,,Explosives,Remote Trigger,,,,0.0,0.0,1.0,0.0,1,Minor (likely < $1 million),,0.0,,,,,,,,,,,,,,0,0,0,0,Unknown
1999,5,18,1999-05-18,Israel,Middle East & North Africa,Northern,Qiryat Shemona,33.208716,35.572618,05/18/1999: Hizballah fired 60 rockets at the Israeli North District town of Kiryat Shemona. Nine Israeli civilians were injured in the attack.,1,0.0,1,0,Bombing/Explosion,,,Private Citizens & Property,Town of Kiryat Shemona,Israel,,,,,,,,Hezbollah,,,"Hizballah said the attack was a reprisal for the killing of two Lebanese civilians on the previous day by an Israeli-fired rocket, which landed near the UNIFIL Security Zone in Southern Lebanon.",,0.0,,,Explosives,"Projectile (rockets, mortars, RPGs, etc.)",,,,0.0,0.0,9.0,0.0,1,Minor (likely < $1 million),,0.0,,,,,,,,,,,,,,1,1,0,1,Unknown
1999,6,14,1999-06-14,West Bank and Gaza Strip,Middle East & North Africa,West Bank,Jerusalem,31.784838,35.224613,"06/14/1999: Activists from the extremist Jewish movement Kakh attacked an official car of the Palestinian National Authority as it drove by the settlement of Gilo, Israel. The Kakh activists beat up the driver and destroyed the car, and later claimed responsibility for the attack. No casualties were reported in this incident.",1,0.0,1,0,Unarmed Assault,,,Government (General),An official car of the Palestinian National Authority in Gilo,West Bank and Gaza Strip,,,,,,,,Kach,,,Unknown,,0.0,,,Melee,"Hands, Feet, Fists",,,,0.0,0.0,1.0,0.0,1,Minor (likely < $1 million),,0.0,,,,,,,,,,,,,,1,0,0,1,Unknown
1999,6,24,1999-06-24,Israel,Middle East & North Africa,Northern,Qiryat Shemona,33.208716,35.572618,"06/24/1999: Hizballah claimed responsibility for launching Katyusha rockets from southern Lebanon at the area near the town of Kiryat Shemona in the North district of Israel, resulting in the death of two Israelis, and the injuring of thirteen others. The victims were standing outside buildings which took direct hits in the attack.",1,1.0,1,0,Bombing/Explosion,,,Private Citizens & Property,The area near the town of Kiryat Shemona,Israel,,,,,,,,Hezbollah,,,Unknown,,0.0,,,Explosives,"Projectile (rockets, mortars, RPGs, etc.)",,,,2.0,0.0,1.0,0.0,0,,,0.0,,,,,,,,,,,,,,1,1,0,1,Unknown
1999,7,13,1999-07-13,West Bank and Gaza Strip,Middle East & North Africa,West Bank,Jenin,32.460617,35.301247,"07/13/1999: An unidentified Palestinian gunmen opened fire on an Israeli Defence Forces (IDF) jeep on a road near Jenin, West Bank. No one was wounded in the attack and there was only minor damage reported.",1,0.0,1,0,Armed Assault,,,Military,"Israeli Defence Forces (IDF) jeep patrolling an area outside of Jenin, Israel",Israel,,,,,,,,Palestinian Extremists,,,Unknown,,0.0,,,Firearms,Unknown Gun Type,,,,0.0,0.0,0.0,0.0,1,Minor (likely < $1 million),,0.0,,,,,,,,,,,,,,0,0,0,0,Unknown
1999,8,3,1999-08-03,West Bank and Gaza Strip,Middle East & North Africa,West Bank,Hebron,31.530243,35.094162,08/03/1999: HAMAS claimed responsibility for an attack on two Jewish settlers who were driving in the West Bank town of Hebron. The victims were injured in the attack.,1,0.0,1,0,Armed Assault,,,Private Citizens & Property,Jewish settlers in the West Bank town of Hebron,Israel,,,,,,,,Hamas (Islamic Resistance Movement),,,To prove their ability to carry out attacks despite security agreements between the Palestinian Authority and Israel.,,3.0,,,Firearms,Unknown Gun Type,,,,0.0,0.0,2.0,0.0,0,,,0.0,,,,,,,,,,,,,,0,0,0,0,Unknown
1999,8,7,1999-08-07,West Bank and Gaza Strip,Middle East & North Africa,West Bank,Nablus,32.222271,35.253506,"08/07/1999: A 50-year-old Israeli man was discovered dead in his burned-out car on the Nablus-Jenin road in Area C, not far from the Samarian settlements of Dotan and Homesh in the West Bank. A leaflet distributed in east Jerusalem signed by HAMAS's military wing Izzadin Kassam claimed responsibility for the attack. A spokesman for HAMAS could not authenticate that statement.",1,0.0,1,0,Armed Assault,,,Private Citizens & Property,A 50-year-old Israeli man on the Nablus-Jenin road in Area C,Israel,,,,,,,,Hamas (Islamic Resistance Movement),,,Unknown,,0.0,,,Incendiary,Gasoline or Alcohol,Firearms,,,1.0,0.0,0.0,0.0,1,Minor (likely < $1 million),,0.0,,,,,,,,,,,,,,0,0,0,0,Unknown
1999,8,10,1999-08-10,Israel,Middle East & North Africa,Central,Rehovot,31.889393,34.809902,"08/10/1999: An unnamed Palestinian motorist ran down Israeli soldiers as they were hitch-hiking at a crossroads near a kibbutz located twenty miles west of Jerusalem, Israel. Six Israeli soldiers were wounded, one of them seriously before the attacker, a motorist, was shot dead by Israeli police.",1,1.0,1,0,Armed Assault,,,Military,Israeli Defence Forces (IDF) soldiers hitch-hiking at a crossroads near a kibbutz twenty miles west of Jerusalem,Israel,,,,,,,,Unknown,,,Unknown,1.0,0.0,,,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,,,,1.0,1.0,6.0,0.0,0,,,0.0,,,,,,,,,,,,,,-9,-9,0,-9,Single terrorist
1999,8,14,1999-08-14,Israel,Middle East & North Africa,Central,Netanya,32.325073,34.854663,"08/14/1999: Two unidentified men carrying suspicious packages were suspected of dumping a bomb outside of an office building in Netanya, Israel. Police officials stated that the suspects might have intended to conduct the explosion in heavy traffic areas, but had to dump the bomb after realizing that they had been spotted. No casualties and only light property damage were caused by the bombing.",1,0.0,1,0,Bombing/Explosion,,,Unknown,"Near an office building in Netanya, Israel",Israel,,,,,,,,Unknown,,,Unknown,,0.0,,,Explosives,Time Fuse,,,,0.0,0.0,0.0,0.0,1,Minor (likely < $1 million),,0.0,,,,,,,,,,,,,,-9,-9,0,-9,Unknown
1999,8,16,1999-08-16,West Bank and Gaza Strip,Middle East & North Africa,West Bank,Ramallah,31.907141,35.198219,"08/16/1999: Police successfully dismantled a roadside bomb at the entrance to the Israeli-Palestinian security coordination headquarters, north of Ramallah, West Bank. A border police patrol discovered the explosives, which were made safe by a combat engineer called to the scene. According to military sources, the device consisted of a few pipe bombs connected to a clock and dummy explosives. HAMAS was suspected of perpetrating this incident.",1,0.0,0,0,Bombing/Explosion,,,Police,"Israeli-Palestinian security coordination headquarters, north of Ramallah",International,,,,,,,,Hamas (Islamic Resistance Movement),,,Possibly to obstruct implementation of the Wye agreement.,,0.0,,,Explosives,Remote Trigger,,,,0.0,0.0,0.0,0.0,0,,,0.0,,,,,,,,,,,,,,0,1,1,1,Unknown
1999,8,16,1999-08-16,West Bank and Gaza Strip,Middle East & North Africa,West Bank,Ramallah,31.907141,35.198219,"08/16/1999: Three pipe bombs, planted by unknown perpetrators, were found at the heavily trafficked Ayosh Junction, near a joint Israeli-Palestinian security outpost, between the West Bank town of Ramallah and the Jewish settlement of Beit El. The bombs were defused by Israeli combat engineers.",1,0.0,0,0,Bombing/Explosion,,,Police,"District Command Office at the Ayosh Junction, West Bank",Multinational,,,,,,,,Unknown,,,Unknown,,0.0,,,Explosives,Time Fuse,,,,0.0,0.0,0.0,0.0,0,,,0.0,,,,,,,,,,,,,,-9,-9,1,1,Unknown
1999,9,5,1999-09-05,Israel,Middle East & North Africa,Haifa,Haifa,32.793921,34.990615,"9/05/1999: A car bomb exploded in Haifa, Israel.  The car bomb was in a parking lot; authorities believe the bomb was intended for a different location but detonated prematurely. The driver of the vehicle, a member of the Islamic Movement, was killed.  Five people were later arrested in connection with this incident and a similar bombing in Tiberias on the same day.  The incident occurred less than 24 hours after Israel and Palestine signed a deal that reinitiated the peace process.",1,0.0,1,1,Bombing/Explosion,,,Unknown,"Although the bomb exploded in a public place, there is speculation that it was intended for a different location.",Israel,,,,,,,,Israeli extremists,,,"Specific motive is unknown, but the bombing occurred within 24 hours of Israel and Palestine reinvigorating the peace process.",1.0,2.5,,,Explosives,Vehicle,,,,1.0,1.0,0.0,0.0,1,Unknown,,0.0,,,,,,,,,,,,,,0,0,0,0,Single terrorist
1999,9,5,1999-09-05,Israel,Middle East & North Africa,Northern,Tiberias,32.788284,35.521675,"9/05/1999: A bomb exploded in a car moving along a main street in Tiberias, Israel.  The driver and one passenger, members of the Islamic Movement, were killed in the explosion and four bystanders were injured.  Five people were later arrested in connection with this incident and a similar bombing in Haifa on the same day.  The incident occurred less than 24 hours after Israel and Palestine signed a deal that reinitiated the peace process.",1,0.0,1,1,Bombing/Explosion,,,Private Citizens & Property,Civilians in the area of a main street in Tiberias,Israel,,,,,,,,Israeli extremists,,,"Specific motive is unknown, but the bombing occurred within 24 hours of Israel and Palestine reinvigorating the peace process.",2.0,2.5,,,Explosives,Vehicle,,,,2.0,2.0,4.0,0.0,1,Unknown,,0.0,,,,,,,,,,,,,,0,0,0,0,Multiple terrorists
